terminal_code
Flint Hills-PHX
SilverE-Evstn-UT
HFC-Grand Jct-Rack
HFC-Grand Junct
Suncor-GrandJ
Chv-LV-B-unev
TSO-LV-km
XOM-LV-U
HFC-PHX-km
Sunoco-PHX
TSO-PHX-cj
TSO-PHX-km
SilverE-SLC
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 612/31/2020 23:59 1.5646 1.5696 • SLC-TSO-UCT-UT-31840 212/31/2020 23:59 1.5646 1.5696 9.0050 9.0050 1.6080 1.6130 TSO-SLC-ub • SLC-TSO-U-NV-306135
Valero-Sparks
• SLC-TSO-U-UT-305666
HFC-Tucson-hep
TSO-Tucson
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-AZ-topt-200 019912/31/2020 23:59 1.7728 1.7778 0.0230 3.0130 3.4030 • LV-HFC-Unev-NV-200003 712/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-UT-58409
Valero-Sparks-ct
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-AZ-topt-200 019901/01/2021 00:00 1.7728 1.7778 1.4080 2.0880 2.4880 • LV-HFC-Unev-NV-200003 701/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-UT-58409
IA-LV
Alon-PHX • PHX-Alon-caljet-23002
IA-PHX
• PHX-Alon-km-76

IA-Reno
• LV-HFC-Unev-NV-200003 706/11/2024 00:01 2.4669 2.5217 2.3863 2.4963 2.6613 • LV-HFC-unev-UT-200003 906/11/2024 00:01 2.4669 2.3863 2.6613 IA-LV
• PHX-HFC-caljet-CBG-328 40706/11/2024 00:00 2.5100 2.5150 2.4200 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/11/2024 09:00 2.5100 2.5150 2.3900 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/11/2024 18:00 2.5200 2.5250 2.3700 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/11/2024 23:59 2.4766 2.4816 2.5261 2.5116 2.4742 2.4792 2.2692 2.6545 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/12/2024 00:00 2.4766 2.4816 2.5261 2.5116 2.4742 2.4792 2.2692 2.6545 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/11/2024 00:00 2.4669 2.4719 2.4170 2.5270 2.6920 • LV-HFC-unev-UT-200003 906/11/2024 00:00 2.4669 2.4170 2.6920 IA-LV
• LV-HFC-Unev-NV-200003 706/12/2024 00:00 2.5167 2.5217 2.4170 2.5270 2.6920 • LV-HFC-unev-UT-200003 906/12/2024 00:00 2.5167 2.4170 2.6920 IA-LV
• PHX-HFC-caljet-CBG-328 40706/12/2024 00:00 2.5200 2.5250 2.3700 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/12/2024 18:00 2.5200 2.5250 2.3500 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/12/2024 23:59 2.4958 2.5008 2.5453 2.5308 2.4891 2.4941 2.2842 2.6585 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/12/2024 23:59 2.5221 2.5271 2.4200 2.4977 2.6527 • LV-HFC-unev-UT-200003 906/12/2024 23:59 2.5221 2.4200 2.6527 IA-LV
• PHX-HFC-caljet-CBG-328 40706/13/2024 00:00 2.5200 2.5250 2.3500 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/13/2024 18:00 2.5417 2.5467 2.3300 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/13/2024 23:59 2.5244 2.5294 2.5739 2.5594 2.5264 2.5314 2.3208 2.6689 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/14/2024 00:00 2.5244 2.5294 2.5739 2.5594 2.5264 2.5314 2.3208 2.6689 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/13/2024 23:59 2.5264 2.5314 2.3827 2.4927 2.6427 • LV-HFC-unev-UT-200003 906/13/2024 23:59 2.5264 2.3827 2.6427 IA-LV
• PHX-HFC-caljet-CBG-328 40706/14/2024 00:00 2.5417 2.5467 2.3300 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/14/2024 23:59 2.5619 2.5669 2.3927 2.4927 2.6427 • LV-HFC-unev-UT-200003 906/14/2024 23:59 2.5619 2.3927 2.6427 IA-LV
• PHX-HFC-caljet-CBG-328 40706/14/2024 18:00 2.5217 2.5267 2.3100 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/15/2024 00:00 2.5611 2.5661 2.6106 2.5961 2.5614 2.5664 2.3578 2.7170 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/15/2024 23:59 2.5611 2.5661 2.6106 2.6159 2.5614 2.5664 2.3578 2.7170 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40706/17/2024 00:00 2.5217 2.5267 2.3100 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/17/2024 18:00 2.5375 2.5425 2.3200 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/18/2024 00:00 2.5709 2.5759 2.6204 2.6059 2.5900 2.5950 2.3867 2.7194 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/18/2024 09:00 2.5709 2.5759 2.6204 2.6059 2.5900 2.5950 2.3867 2.7194 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/17/2024 23:59 2.5472 2.5522 2.4234 2.5234 2.6734 • LV-HFC-unev-UT-200003 906/17/2024 23:59 2.5472 2.4234 2.6734 IA-LV
• PHX-HFC-caljet-CBG-328 40706/18/2024 00:00 2.5375 2.5425 2.3200 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/18/2024 18:00 2.5850 2.5900 2.3475 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/18/2024 23:59 2.6092 2.6142 2.6587 2.6442 2.6263 2.6313 2.4097 2.7820 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/19/2024 00:00 2.6092 2.6142 2.6587 2.6442 2.6263 2.6313 2.4097 2.7820 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/18/2024 23:59 2.5752 2.5802 2.5036 2.6036 2.7236 • LV-HFC-unev-UT-200003 906/18/2024 23:59 2.5752 2.5036 2.7236 IA-LV
• LV-HFC-Unev-NV-200003 706/19/2024 00:00 2.5752 2.5802 2.4100 2.5100 2.6300 • LV-HFC-unev-UT-200003 906/19/2024 00:00 2.5752 2.4100 2.6300 IA-LV
• PHX-HFC-caljet-CBG-328 40706/19/2024 00:00 2.5850 2.5900 2.3475 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/19/2024 18:00 2.5850 2.5900 2.3475 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/19/2024 23:59 2.6285 2.6335 2.6780 2.6635 2.6343 2.6393 2.4274 2.7844 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/20/2024 00:00 2.6285 2.6335 2.6780 2.6635 2.6343 2.6393 2.4274 2.7844 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/19/2024 23:59 2.6245 2.6295 2.4100 2.5100 2.6300 • LV-HFC-unev-UT-200003 906/19/2024 23:59 2.6245 2.4100 2.6300 IA-LV
• LV-HFC-Unev-NV-200003 706/20/2024 00:00 2.6245 2.6295 2.5090 2.6090 2.7290 • LV-HFC-unev-UT-200003 906/20/2024 00:00 2.6245 2.5090 2.7290 IA-LV
• PHX-HFC-caljet-CBG-328 40706/20/2024 00:00 2.5850 2.5900 2.3475 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/20/2024 18:00 2.5850 2.5900 2.3575 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/20/2024 23:59 2.6354 2.6404 2.6849 2.6704 2.6508 2.6558 2.4460 2.7944 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/21/2024 00:00 2.6354 2.6404 2.6849 2.6704 2.6508 2.6558 2.4460 2.7944 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/20/2024 23:59 2.6228 2.6278 2.5390 2.6390 2.7590 • LV-HFC-unev-UT-200003 906/20/2024 23:59 2.6228 2.5390 2.7590 IA-LV
• LV-HFC-Unev-NV-200003 706/21/2024 00:00 2.6228 2.6278 2.4300 2.5300 2.6500 • LV-HFC-unev-UT-200003 906/21/2024 00:00 2.6228 2.4300 2.6500 IA-LV
• LV-HFC-Unev-NV-200003 706/21/2024 00:00 2.6228 2.6278 2.4500 2.5500 2.6700 • LV-HFC-unev-UT-200003 906/21/2024 00:00 2.6228 2.4500 2.6700 IA-LV
• PHX-HFC-caljet-CBG-328 40706/21/2024 00:00 2.5850 2.5900 2.3575 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/21/2024 18:00 2.5675 2.5725 2.3350 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/21/2024 23:59 2.6404 2.6454 2.6899 2.6754 2.6570 2.6620 2.4589 2.8114 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/22/2024 00:00 2.6404 2.6454 2.6899 2.6754 2.6570 2.6620 2.4589 2.8114 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/21/2024 23:59 2.6266 2.6316 2.4300 2.5300 2.6500 • LV-HFC-unev-UT-200003 906/21/2024 23:59 2.6266 2.4300 2.6500 IA-LV
• LV-HFC-Unev-NV-200003 706/22/2024 00:00 2.6266 2.6316 2.4800 2.5800 2.7000 • LV-HFC-unev-UT-200003 906/22/2024 00:00 2.6266 2.4800 2.7000 IA-LV
• LV-HFC-Unev-NV-200003 706/24/2024 23:59 2.6078 2.6128 2.4800 2.5800 2.7000 • LV-HFC-unev-UT-200003 906/24/2024 23:59 2.6078 2.4800 2.7000 IA-LV
• LV-HFC-Unev-NV-200003 706/25/2024 00:00 2.6078 2.6128 2.4500 2.5500 2.6700 • LV-HFC-unev-UT-200003 906/25/2024 00:00 2.6078 2.4500 2.6700 IA-LV
• PHX-HFC-caljet-CBG-328 40706/24/2024 18:00 2.5675 2.5725 2.3075 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/24/2024 23:59 2.6443 2.6493 2.6938 2.6793 2.6570 2.6620 2.4773 2.8297 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/25/2024 00:00 2.6443 2.6493 2.6938 2.6793 2.6570 2.6620 2.4773 2.8297 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/25/2024 23:59 2.6581 2.6631 2.7076 2.6931 2.6630 2.6680 2.4937 2.8414 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/25/2024 23:59 2.6057 2.6107 2.4650 2.5500 2.7000 • LV-HFC-unev-UT-200003 906/25/2024 23:59 2.6057 2.4650 2.7000 IA-LV
• PHX-HFC-caljet-CBG-328 40706/25/2024 00:00 2.5675 2.5725 2.3075 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/25/2024 00:00 2.5675 2.5725 2.3475 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/26/2024 00:00 2.6057 2.6107 2.5640 2.5500 2.7000 • LV-HFC-unev-UT-200003 906/26/2024 00:00 2.6057 2.5640 2.7000 IA-LV
• LV-HFC-Unev-NV-200003 706/26/2024 00:00 2.6057 2.6107 2.5721 2.5500 2.7000 • LV-HFC-unev-UT-200003 906/26/2024 00:00 2.6057 2.5721 2.7000 IA-LV
• PHX-HFC-caljet-CBG-328 40706/26/2024 00:00 2.5675 2.5725 2.3575 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40706/26/2024 18:00 2.6175 2.6225 2.3475 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/26/2024 23:59 2.6597 2.6647 2.7092 2.6947 2.6779 2.6829 2.5147 2.8602 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/27/2024 00:00 2.6597 2.6647 2.7092 2.6947 2.6779 2.6829 2.5147 2.8602 SilverE-SLC
• LV-HFC-Unev-NV-200003 706/26/2024 23:59 2.5921 2.5971 2.5990 2.6840 2.8340 • LV-HFC-unev-UT-200003 906/26/2024 23:59 2.5921 2.5990 2.8340 IA-LV
• PHX-HFC-caljet-CBG-328 40706/27/2024 00:00 2.6175 2.6225 2.3475 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/27/2024 23:59 2.6106 2.6156 2.5316 2.6316 2.7816 • LV-HFC-unev-UT-200003 906/27/2024 23:59 2.6106 2.5316 2.7816 IA-LV
• PHX-HFC-caljet-CBG-328 40706/27/2024 18:00 2.6400 2.6450 2.3375 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/27/2024 23:59 2.6657 2.6707 2.7152 2.7007 2.6816 2.6866 2.5276 2.8878 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/28/2024 00:00 2.6657 2.6707 2.7152 2.7007 2.6816 2.6866 2.5276 2.8878 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40706/28/2024 00:00 2.6400 2.6450 2.3375 HFC-PHX-km
• LV-HFC-Unev-NV-200003 706/28/2024 23:59 2.6199 2.6249 2.4574 2.5674 2.7174 • LV-HFC-unev-UT-200003 906/28/2024 23:59 2.6199 2.4574 2.7174 IA-LV
• PHX-HFC-caljet-CBG-328 40706/28/2024 18:00 2.6100 2.6150 2.3275 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 206/29/2024 00:00 2.6587 2.6637 2.7082 2.6937 2.6858 2.6908 2.5385 2.8897 SilverE-SLC
• SLC-MPC-UCT-UT-31840 206/29/2024 23:59 2.6587 2.6637 2.7082 2.6903 2.6858 2.6908 2.5385 2.8897 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/01/2024 00:00 2.6100 2.6150 2.3275 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/01/2024 18:00 2.7025 2.7075 2.3875 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/01/2024 23:59 2.6453 2.6503 2.6948 2.6903 2.6880 2.6930 2.5282 2.8698 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/02/2024 00:00 2.6453 2.6503 2.6948 2.6903 2.6880 2.6930 2.5282 2.8698 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/01/2024 23:59 2.6750 2.6800 2.5175 2.6275 2.7775 • LV-HFC-unev-UT-200003 907/01/2024 23:59 2.6750 2.5175 2.7775 IA-LV
• PHX-HFC-caljet-CBG-328 40707/02/2024 00:00 2.7025 2.7075 2.3875 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/02/2024 23:59 2.7432 2.7482 2.4736 2.5836 2.7336 • LV-HFC-unev-UT-200003 907/02/2024 23:59 2.7432 2.4736 2.7336 IA-LV
• PHX-HFC-caljet-CBG-328 40707/02/2024 18:00 2.7350 2.7400 2.4025 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/02/2024 23:59 2.6568 2.6618 2.7063 2.7018 2.6810 2.6860 2.5434 2.9385 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/03/2024 00:00 2.6568 2.6618 2.7063 2.7018 2.6810 2.6860 2.5434 2.9385 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/03/2024 00:00 2.7350 2.7400 2.4025 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/03/2024 18:00 2.7578 2.7628 2.4275 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/03/2024 23:59 2.6398 2.6448 2.6893 2.6848 2.6710 2.6760 2.5542 2.9083 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/03/2024 23:59 2.7586 2.7636 2.4792 2.5792 2.7392 • LV-HFC-unev-UT-200003 907/03/2024 23:59 2.7586 2.4792 2.7392 IA-LV
• PHX-HFC-caljet-CBG-328 40707/04/2024 00:00 2.7578 2.7628 2.4275 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/05/2024 18:00 2.7400 2.7450 2.4125 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/06/2024 00:00 2.6291 2.6341 2.6786 2.6741 2.6645 2.6695 2.5463 2.9181 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/06/2024 23:59 2.6291 2.6341 2.6786 2.6676 2.6645 2.6695 2.5463 2.9181 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/08/2024 00:00 2.6291 2.6341 2.6786 2.6676 2.6645 2.6695 2.5463 2.9181 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/08/2024 23:59 2.6176 2.6226 2.6671 2.6626 2.6474 2.6524 2.5393 2.9031 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/05/2024 23:59 2.7703 2.7753 2.4792 2.5792 2.7392 • LV-HFC-unev-UT-200003 907/05/2024 23:59 2.7703 2.4792 2.7392 IA-LV
• PHX-HFC-caljet-CBG-328 40707/08/2024 09:30 2.7800 2.7850 2.4525 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/08/2024 23:59 2.7742 2.7792 2.4141 2.5241 2.6741 • LV-HFC-unev-UT-200003 907/08/2024 23:59 2.7742 2.4141 2.6741 IA-LV
• PHX-HFC-caljet-CBG-328 40707/08/2024 18:00 2.7800 2.7850 2.4425 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/09/2024 00:00 2.7800 2.7850 2.4425 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/09/2024 23:59 2.6944 2.6994 2.3642 2.4742 2.6242 • LV-HFC-unev-UT-200003 907/09/2024 23:59 2.6944 2.3642 2.6242 IA-LV
• PHX-HFC-caljet-CBG-328 40707/09/2024 18:00 2.7300 2.7350 2.4425 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/09/2024 23:59 2.6007 2.6057 2.6502 2.6457 2.6440 2.6490 2.5215 2.8625 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/10/2024 00:00 2.6007 2.6057 2.6502 2.6457 2.6440 2.6490 2.5215 2.8625 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/10/2024 00:00 2.7300 2.7350 2.4425 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/10/2024 23:59 2.6226 2.6276 2.3960 2.4961 2.6621 • LV-HFC-unev-UT-200003 907/10/2024 23:59 2.6226 2.3960 2.6621 IA-LV
• PHX-HFC-caljet-CBG-328 40707/10/2024 18:00 2.7023 2.7073 2.4625 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/10/2024 23:59 2.5635 2.5685 2.6130 2.6085 2.6186 2.6236 2.5048 2.8646 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/11/2024 00:00 2.7023 2.7073 2.4625 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/11/2024 18:00 2.6950 2.7000 2.4680 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/11/2024 23:59 2.5276 2.5326 2.5771 2.5726 2.5650 2.5700 2.4991 2.8553 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/12/2024 00:00 2.5276 2.5326 2.5771 2.5726 2.5650 2.5700 2.4991 2.8553 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/11/2024 23:59 2.5598 2.5648 2.4120 2.5095 2.6765 • LV-HFC-unev-UT-200003 907/11/2024 23:59 2.5598 2.4120 2.6765 IA-LV
• PHX-HFC-caljet-CBG-328 40707/12/2024 00:00 2.6950 2.7000 2.4680 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/12/2024 23:59 2.5116 2.5166 2.3723 2.4723 2.6273 • LV-HFC-unev-UT-200003 907/12/2024 23:59 2.5116 2.3723 2.6273 IA-LV
• PHX-HFC-caljet-CBG-328 40707/12/2024 18:00 2.6844 2.6894 2.4775 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/13/2024 00:00 2.4963 2.5013 2.5458 2.5413 2.5309 2.5359 2.4866 2.8500 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/13/2024 23:59 2.4963 2.5013 2.5458 2.5292 2.5309 2.5359 2.4866 2.8500 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/15/2024 00:00 2.6844 2.6894 2.4775 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/15/2024 18:00 2.6644 2.6694 2.4575 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/15/2024 23:59 2.4817 2.4867 2.5312 2.5267 2.5073 2.5123 2.4894 2.8445 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/16/2024 00:00 2.4817 2.4867 2.5312 2.5267 2.5073 2.5123 2.4894 2.8445 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/15/2024 23:59 2.5018 2.5068 2.3639 2.4639 2.6139 • LV-HFC-unev-UT-200003 907/15/2024 23:59 2.5018 2.3639 2.6139 IA-LV
• PHX-HFC-caljet-CBG-328 40707/16/2024 00:00 2.6644 2.6694 2.4575 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/16/2024 23:59 2.5192 2.5242 2.3138 2.4138 2.5638 • LV-HFC-unev-UT-200003 907/16/2024 23:59 2.5192 2.3138 2.5638 IA-LV
• PHX-HFC-caljet-CBG-328 40707/16/2024 18:00 2.6344 2.6394 2.4275 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/16/2024 23:59 2.4734 2.4784 2.5229 2.5184 2.4995 2.5045 2.4900 2.8318 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/17/2024 00:00 2.4734 2.4784 2.5229 2.5184 2.4995 2.5045 2.4900 2.8318 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/17/2024 00:00 2.6344 2.6394 2.4275 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/17/2024 18:00 2.6444 2.6494 2.4175 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/17/2024 23:59 2.4677 2.4727 2.5172 2.5127 2.5070 2.5120 2.5102 2.8577 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/18/2024 00:00 2.4677 2.4727 2.5172 2.5127 2.5070 2.5120 2.5102 2.8577 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/17/2024 23:59 2.4685 2.4735 2.2362 2.3362 2.4862 • LV-HFC-unev-UT-200003 907/17/2024 23:59 2.4685 2.2362 2.4862 IA-LV
• PHX-HFC-caljet-CBG-328 40707/18/2024 00:00 2.6444 2.6494 2.4175 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/18/2024 18:00 2.6444 2.6494 2.4281 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/18/2024 23:59 2.4827 2.4877 2.5322 2.5277 2.5095 2.5145 2.5243 2.8908 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/18/2024 23:59 2.5358 2.5408 2.2958 2.3958 2.5458 • LV-HFC-unev-UT-200003 907/18/2024 23:59 2.5358 2.2958 2.5458 IA-LV
• PHX-HFC-caljet-CBG-328 40707/19/2024 00:00 2.6444 2.6494 2.4281 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/19/2024 23:59 2.5245 2.5295 2.2389 2.3389 2.4889 • LV-HFC-unev-UT-200003 907/19/2024 23:59 2.5245 2.2389 2.4889 IA-LV
• PHX-HFC-caljet-CBG-328 40707/19/2024 18:00 2.6089 2.6139 2.3781 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/20/2024 00:00 2.4983 2.5033 2.5478 2.5433 2.5193 2.5243 2.5430 2.9013 SilverE-SLC
• SLC-MPC-UCT-UT-31840 207/20/2024 23:59 2.4983 2.5033 2.5478 2.5345 2.5193 2.5243 2.5430 2.9013 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/22/2024 00:00 2.6089 2.6139 2.3781 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/22/2024 18:00 2.5984 2.6034 2.3731 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/23/2024 00:00 2.4895 2.4945 2.5390 2.5345 2.5225 2.5275 2.5428 2.8820 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/22/2024 23:59 2.4720 2.4770 2.4410 2.5410 2.5110 • LV-HFC-unev-UT-200003 907/22/2024 23:59 2.4720 2.4410 2.5110 IA-LV
• PHX-HFC-caljet-CBG-328 40707/23/2024 00:00 2.5984 2.6034 2.3731 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/23/2024 23:59 2.4746 2.4796 2.3887 2.4887 2.4587 • LV-HFC-unev-UT-200003 907/23/2024 23:59 2.4746 2.3887 2.4587 IA-LV
• PHX-HFC-caljet-CBG-328 40707/23/2024 18:00 2.5659 2.5709 2.3231 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/24/2024 00:00 2.5010 2.5060 2.5505 2.5460 2.5233 2.5283 2.5680 2.9357 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/24/2024 00:00 2.5659 2.5709 2.3231 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/24/2024 09:00 2.4746 2.4796 2.3887 2.4887 2.7387 • LV-HFC-unev-UT-200003 907/24/2024 09:00 2.4746 2.3887 2.7387 IA-LV
• PHX-HFC-caljet-CBG-328 40707/24/2024 18:00 2.5655 2.5705 2.3337 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/25/2024 00:00 2.4921 2.4971 2.5416 2.5371 2.5217 2.5267 2.5726 2.9220 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/24/2024 23:59 2.4467 2.4517 2.9596 3.0596 3.2096 • LV-HFC-unev-UT-200003 907/24/2024 23:59 2.4467 2.9596 3.2096 IA-LV
• PHX-HFC-caljet-CBG-328 40707/25/2024 00:00 2.5655 2.5705 2.3337 HFC-PHX-km
• PHX-HFC-caljet-CBG-328 40707/25/2024 18:00 2.5859 2.5909 2.3437 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/26/2024 00:00 2.4990 2.5040 2.5485 2.5440 2.5245 2.5295 2.5895 2.9588 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/25/2024 23:59 2.4799 2.4849 2.9906 3.0906 3.2406 • LV-HFC-unev-UT-200003 907/25/2024 23:59 2.4799 2.9906 3.2406 IA-LV
• PHX-HFC-caljet-CBG-328 40707/26/2024 00:00 2.5859 2.5909 2.3437 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/26/2024 23:59 2.4851 2.4901 2.9778 3.0778 3.2278 • LV-HFC-unev-UT-200003 907/26/2024 23:59 2.4851 2.9778 3.2278 IA-LV
• PHX-HFC-caljet-CBG-328 40707/26/2024 18:00 2.5460 2.5510 2.3437 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/27/2024 00:00 2.4968 2.5018 2.5463 2.5418 2.5245 2.5295 2.7814 3.1507 SilverE-SLC
• LV-HFC-Unev-NV-200003 707/29/2024 23:59 2.4381 2.4431 2.9626 3.0626 3.2126 • LV-HFC-unev-UT-200003 907/29/2024 23:59 2.4381 2.9626 3.2126 IA-LV
• PHX-HFC-caljet-CBG-328 40707/29/2024 18:00 2.4605 2.4655 2.3239 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/30/2024 00:00 2.5001 2.5051 2.5496 2.5451 2.5295 2.5345 2.7810 3.1427 SilverE-SLC
• PHX-HFC-caljet-CBG-328 40707/30/2024 00:00 2.4605 2.4655 2.3239 HFC-PHX-km
• LV-HFC-Unev-NV-200003 707/30/2024 23:59 2.3845 2.3895 2.8996 2.9996 3.1496 • LV-HFC-unev-UT-200003 907/30/2024 23:59 2.3845 2.8996 3.1496 IA-LV
• PHX-HFC-caljet-CBG-328 40707/30/2024 18:00 2.4260 2.4310 2.3289 HFC-PHX-km
• SLC-MPC-UCT-UT-31840 207/31/2024 00:00 2.5040 2.5090 2.5535 2.5490 2.5345 2.5395 2.7755 3.1227 SilverE-SLC
