terminal_code
Flint Hills-PHX
SilverE-Evstn-UT
HFC-Grand Jct-Rack
HFC-Grand Junct
Suncor-GrandJ
Chv-LV-B-unev
TSO-LV-km
XOM-LV-U
HFC-PHX-km
Sunoco-PHX
TSO-PHX-cj
TSO-PHX-km
SilverE-SLC
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 612/31/2020 23:59 1.5646 1.5696 • SLC-TSO-UCT-UT-31840 212/31/2020 23:59 1.5646 1.5696 9.0050 9.0050 1.6080 1.6130 TSO-SLC-ub • SLC-TSO-U-NV-306135
Valero-Sparks
• SLC-TSO-U-UT-305666
HFC-Tucson-hep
TSO-Tucson
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-AZ-topt-200 019912/31/2020 23:59 1.7728 1.7778 0.0230 3.0130 3.4030 • LV-HFC-Unev-NV-200003 712/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-UT-58409
Valero-Sparks-ct
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-AZ-topt-200 019901/01/2021 00:00 1.7728 1.7778 1.4080 2.0880 2.4880 • LV-HFC-Unev-NV-200003 701/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-UT-58409
IA-LV
Alon-PHX • PHX-Alon-caljet-23002
IA-PHX
• PHX-Alon-km-76

IA-Reno
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 611/24/2022 23:59 4.8786 4.8836 • SLC-MPC-UCT-UT-31840 211/24/2022 23:59 4.8786 4.8836 4.9281 4.9331 TSO-SLC-ub • SLC-MPC-U-NV-306135
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 611/25/2022 23:59 4.8763 4.8813 • SLC-MPC-UCT-UT-31840 211/25/2022 23:59 4.8763 4.8813 4.9258 4.9308 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/23/2022 23:59 5.0259 5.0309 2.5850 2.7850 3.0850 • LV-HFC-Unev-AZ-topt-200 019911/23/2022 23:59 5.0259 5.0309 2.5880 2.7880 3.0880 • LV-HFC-Unev-NV-200003 711/23/2022 23:59 5.0259 5.0309 2.5850 2.7850 3.0850 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/24/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-AZ-topt-200 019911/24/2022 00:00 4.9790 4.9840 2.5880 2.7880 3.0880 • LV-HFC-Unev-NV-200003 711/24/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/24/2022 00:00 4.9790 2.5880 2.7880 3.0880 IA-LV
• LV-HFC-Unev-UT-topt-200 020011/25/2022 00:00 4.9790 2.5880 2.7880 3.0880 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/25/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-AZ-topt-200 019911/25/2022 00:00 4.9790 4.9840 2.5880 2.7880 3.0880 • LV-HFC-Unev-NV-200003 711/25/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/25/2022 23:59 4.9790 2.5880 2.7880 3.0880 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/25/2022 23:59 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-AZ-topt-200 019911/25/2022 23:59 4.9790 4.9840 2.5880 2.7880 3.0880 • LV-HFC-Unev-NV-200003 711/25/2022 23:59 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/26/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-AZ-topt-200 019911/26/2022 00:00 4.9790 4.9840 2.5880 2.7880 3.0880 • LV-HFC-Unev-NV-200003 711/26/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/26/2022 00:00 4.9790 2.5880 2.7880 3.0880 IA-LV
• LV-HFC-Unev-UT-topt-200 020011/28/2022 00:00 4.9790 2.5880 2.7880 3.0880 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/28/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-AZ-topt-200 019911/28/2022 00:00 4.9790 4.9840 2.5880 2.7880 3.0880 • LV-HFC-Unev-NV-200003 711/28/2022 00:00 4.9790 4.9840 2.5850 2.7850 3.0850 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/28/2022 23:59 4.9790 2.4846 2.6846 2.9846 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 611/28/2022 23:59 4.7375 4.7375 • SLC-MPC-UCT-UT-31840 211/28/2022 23:59 4.7375 4.7375 4.7870 4.7870 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/28/2022 23:59 4.9790 4.9840 2.4816 2.6816 2.9816 • LV-HFC-Unev-AZ-topt-200 019911/28/2022 23:59 4.9790 4.9840 2.4846 2.6846 2.9846 • LV-HFC-Unev-NV-200003 711/28/2022 23:59 4.9790 4.9840 2.4816 2.6816 2.9816 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/29/2022 00:00 4.7298 4.7348 2.4816 2.6816 2.9816 • LV-HFC-Unev-AZ-topt-200 019911/29/2022 00:00 4.7298 4.7348 2.4846 2.6846 2.9846 • LV-HFC-Unev-NV-200003 711/29/2022 00:00 4.7298 4.7348 2.4816 2.6816 2.9816 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/29/2022 00:00 4.7298 2.4846 2.6846 2.9846 IA-LV
• LV-HFC-Unev-UT-topt-200 020011/29/2022 09:15 4.7298 2.4846 2.6846 2.9846 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/29/2022 09:15 4.7298 4.7348 2.4816 2.6816 2.9816 • LV-HFC-Unev-AZ-topt-200 019911/29/2022 09:15 4.7298 4.7348 2.4846 2.6846 2.9846 • LV-HFC-Unev-NV-200003 711/29/2022 09:15 4.7298 4.7348 2.4816 2.6816 2.9816 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/29/2022 23:59 4.7298 2.4650 2.6650 2.9650 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 611/29/2022 23:59 4.4875 4.4875 • SLC-MPC-UCT-UT-31840 211/29/2022 23:59 4.4875 4.4875 4.5370 4.5370 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/29/2022 23:59 4.7298 4.7348 2.4620 2.6620 2.9620 • LV-HFC-Unev-AZ-topt-200 019911/29/2022 23:59 4.7298 4.7348 2.4650 2.6650 2.9650 • LV-HFC-Unev-NV-200003 711/29/2022 23:59 4.7298 4.7348 2.4620 2.6620 2.9620 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/30/2022 00:00 4.7918 4.7968 2.4620 2.6620 2.9620 • LV-HFC-Unev-AZ-topt-200 019911/30/2022 00:00 4.7918 4.7968 2.4650 2.6650 2.9650 • LV-HFC-Unev-NV-200003 711/30/2022 00:00 4.7918 4.7968 2.4620 2.6620 2.9620 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/30/2022 00:00 4.7918 2.4650 2.6650 2.9650 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 611/30/2022 23:59 4.2775 4.2775 • SLC-MPC-UCT-UT-31840 211/30/2022 23:59 4.2775 4.2775 4.3270 4.3270 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 811/30/2022 23:59 4.7918 4.7968 2.4620 2.6620 2.9620 • LV-HFC-Unev-AZ-topt-200 019911/30/2022 23:59 4.7918 4.7968 2.4650 2.6650 2.9650 • LV-HFC-Unev-NV-200003 711/30/2022 23:59 4.7918 4.7968 2.4620 2.6620 2.9620 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/01/2022 00:00 4.8153 4.8203 2.4620 2.6620 2.9620 • LV-HFC-Unev-AZ-topt-200 019912/01/2022 00:00 4.8153 4.8203 2.4650 2.6650 2.9650 • LV-HFC-Unev-NV-200003 712/01/2022 00:00 4.8153 4.8203 2.4620 2.6620 2.9620 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020011/30/2022 23:59 4.7918 2.4650 2.6650 2.9650 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/01/2022 00:00 4.8153 2.4650 2.6650 2.9650 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/01/2022 23:59 4.1375 4.1375 • SLC-MPC-UCT-UT-31840 212/01/2022 23:59 4.1375 4.1375 4.1870 4.1870 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/01/2022 23:59 4.8153 4.8203 2.3820 2.5820 2.8820 • LV-HFC-Unev-AZ-topt-200 019912/01/2022 23:59 4.8153 4.8203 2.3850 2.5850 2.8850 • LV-HFC-Unev-NV-200003 712/01/2022 23:59 4.8153 4.8203 2.3820 2.5820 2.8820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/02/2022 00:00 4.6402 4.6452 2.3820 2.5820 2.8820 • LV-HFC-Unev-AZ-topt-200 019912/02/2022 00:00 4.6402 4.6452 2.3850 2.5850 2.8850 • LV-HFC-Unev-NV-200003 712/02/2022 00:00 4.6402 4.6452 2.3820 2.5820 2.8820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/01/2022 23:59 4.8153 2.3850 2.5850 2.8850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/02/2022 00:00 4.6402 2.3850 2.5850 2.8850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/02/2022 23:59 4.6402 2.3150 2.5150 2.8150 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/02/2022 23:59 3.9875 3.9875 • SLC-MPC-UCT-UT-31840 212/02/2022 23:59 3.9875 3.9875 4.0370 4.0370 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/02/2022 23:59 4.6402 4.6452 2.3120 2.5120 2.8120 • LV-HFC-Unev-AZ-topt-200 019912/02/2022 23:59 4.6402 4.6452 2.3150 2.5150 2.8150 • LV-HFC-Unev-NV-200003 712/02/2022 23:59 4.6402 4.6452 2.3120 2.5120 2.8120 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/03/2022 00:00 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-AZ-topt-200 019912/03/2022 00:00 4.5495 4.5545 2.3150 2.5150 2.8150 • LV-HFC-Unev-NV-200003 712/03/2022 00:00 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/03/2022 00:00 4.5495 2.3150 2.5150 2.8150 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/03/2022 23:59 4.5495 2.3150 2.5150 2.8150 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/03/2022 23:59 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-AZ-topt-200 019912/03/2022 23:59 4.5495 4.5545 2.3150 2.5150 2.8150 • LV-HFC-Unev-NV-200003 712/03/2022 23:59 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/05/2022 00:00 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-AZ-topt-200 019912/05/2022 00:00 4.5495 4.5545 2.3150 2.5150 2.8150 • LV-HFC-Unev-NV-200003 712/05/2022 00:00 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/05/2022 00:00 4.5495 2.3150 2.5150 2.8150 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/05/2022 10:45 4.5495 2.3150 2.5150 2.8150 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/05/2022 10:45 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-AZ-topt-200 019912/05/2022 10:45 4.5495 4.5545 2.3150 2.5150 2.8150 • LV-HFC-Unev-NV-200003 712/05/2022 10:45 4.5495 4.5545 2.3120 2.5120 2.8120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/05/2022 23:59 4.5495 2.1150 2.3150 2.6150 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/05/2022 23:59 3.6475 3.6475 • SLC-MPC-UCT-UT-31840 212/05/2022 23:59 3.6475 3.6475 3.6970 3.6970 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/05/2022 23:59 4.5495 4.5545 2.1120 2.3120 2.6120 • LV-HFC-Unev-AZ-topt-200 019912/05/2022 23:59 4.5495 4.5545 2.1150 2.3150 2.6150 • LV-HFC-Unev-NV-200003 712/05/2022 23:59 4.5495 4.5545 2.1120 2.3120 2.6120 • LV-HFC-Unev-UT-58409
HFC-LV-km • LV-HFC-km-AZ
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/06/2022 00:00 4.3526 4.3576 2.1120 2.3120 2.6120 • LV-HFC-Unev-AZ-topt-200 019912/06/2022 00:00 4.3526 4.3576 2.1150 2.3150 2.6150 • LV-HFC-Unev-NV-200003 712/06/2022 00:00 4.3526 4.3576 2.1120 2.3120 2.6120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-NV-200003 712/06/2022 00:00 4.5495 4.3576 2.1120 2.3120 2.6120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/06/2022 00:00 4.3526 2.1150 2.3150 2.6150 IA-LV
• LV-HFC-km-NV
• LV-HFC-km-UT
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/06/2022 23:59 2.9725 2.9725 • SLC-MPC-UCT-UT-31840 212/06/2022 23:59 2.9725 2.9725 3.0220 3.0220 TSO-SLC-ub • SLC-MPC-U-NV-306135
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/06/2022 23:59 2.9725 2.9725 • SLC-MPC-UCT-UT-31840 212/07/2022 00:00 2.9725 2.9725 3.0220 3.0220 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/06/2022 23:59 4.3526 4.3576 2.0120 2.2120 2.5120 • LV-HFC-Unev-AZ-topt-200 019912/06/2022 23:59 4.3526 4.3576 2.0150 2.2150 2.5150 • LV-HFC-Unev-NV-200003 712/06/2022 23:59 4.3526 4.3576 2.0120 2.2120 2.5120 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/07/2022 00:00 3.9250 4.3576 2.0120 2.2120 2.5120 • LV-HFC-Unev-AZ-topt-200 019912/07/2022 00:00 3.9250 4.3576 2.0150 2.2150 2.5150 • LV-HFC-Unev-NV-200003 712/07/2022 00:00 3.9250 4.3576 2.0120 2.2120 2.5120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/06/2022 23:59 4.3526 2.0150 2.2150 2.5150 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/07/2022 00:00 3.9250 2.0150 2.2150 2.5150 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/07/2022 23:59 2.9725 2.9725 • SLC-MPC-UCT-UT-31840 212/07/2022 23:59 2.9725 2.9725 3.0220 3.0220 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/07/2022 23:59 3.9250 4.3576 2.0120 2.2120 2.5120 • LV-HFC-Unev-AZ-topt-200 019912/07/2022 23:59 3.9250 4.3576 2.0150 2.2150 2.5150 • LV-HFC-Unev-NV-200003 712/07/2022 23:59 3.9250 4.3576 2.0120 2.2120 2.5120 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/08/2022 00:00 3.8750 3.9300 2.0120 2.2120 2.5120 • LV-HFC-Unev-AZ-topt-200 019912/08/2022 00:00 3.8750 3.9300 2.0150 2.2150 2.5150 • LV-HFC-Unev-NV-200003 712/08/2022 00:00 3.8750 3.9300 2.0120 2.2120 2.5120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/07/2022 23:59 3.9250 2.0150 2.2150 2.5150 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/08/2022 00:00 3.8750 2.0150 2.2150 2.5150 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/08/2022 23:59 2.6725 2.6725 • SLC-MPC-UCT-UT-31840 212/08/2022 23:59 2.6725 2.6725 2.7220 2.7220 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/08/2022 23:59 3.8750 3.9300 2.0120 2.2120 2.5120 • LV-HFC-Unev-AZ-topt-200 019912/08/2022 23:59 3.8750 3.9300 2.0150 2.2150 2.5150 • LV-HFC-Unev-NV-200003 712/08/2022 23:59 3.8750 3.9300 2.0120 2.2120 2.5120 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/09/2022 00:00 3.8750 3.8800 2.0120 2.2120 2.5120 • LV-HFC-Unev-AZ-topt-200 019912/09/2022 00:00 3.8750 3.8800 2.0150 2.2150 2.5150 • LV-HFC-Unev-NV-200003 712/09/2022 00:00 3.8750 3.8800 2.0120 2.2120 2.5120 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/08/2022 23:59 3.8750 2.0150 2.2150 2.5150 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/09/2022 00:00 3.8750 2.0150 2.2150 2.5150 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/09/2022 23:59 2.6225 2.6225 • SLC-MPC-UCT-UT-31840 212/09/2022 23:59 2.6225 2.6225 2.6720 2.6720 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/09/2022 23:59 3.8750 3.8800 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/09/2022 23:59 3.8750 3.8800 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/09/2022 23:59 3.8750 3.8800 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/10/2022 00:00 3.8750 3.8800 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/10/2022 00:00 3.8750 3.8800 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/10/2022 00:00 3.8750 3.8800 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/09/2022 23:59 3.8750 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/10/2022 00:00 3.8750 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/12/2022 00:00 3.7450 1.9850 2.1850 2.4850 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/12/2022 00:00 3.7450 3.8800 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/12/2022 00:00 3.7450 3.8800 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/12/2022 00:00 3.7450 3.8800 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/12/2022 23:59 2.6425 2.6425 • SLC-MPC-UCT-UT-31840 212/12/2022 23:59 2.6425 2.6425 2.6920 2.6920 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/12/2022 23:59 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/12/2022 23:59 3.7450 3.7500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/12/2022 23:59 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/13/2022 00:00 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/13/2022 00:00 3.7450 3.7500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/13/2022 00:00 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/12/2022 23:59 3.7450 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/13/2022 00:00 3.7450 1.9850 2.1850 2.4850 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/13/2022 23:59 2.6475 2.6475 • SLC-MPC-UCT-UT-31840 212/13/2022 23:59 2.6475 2.6475 2.6970 2.6970 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/13/2022 23:59 3.6450 3.6500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/13/2022 23:59 3.6450 3.6500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/13/2022 23:59 3.6450 3.6500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/14/2022 00:00 3.6450 3.6500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/14/2022 00:00 3.6450 3.6500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/14/2022 00:00 3.6450 3.6500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/13/2022 23:59 3.6450 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/14/2022 00:00 3.6450 1.9850 2.1850 2.4850 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/14/2022 23:59 2.6975 2.7025 • SLC-MPC-UCT-UT-31840 212/14/2022 23:59 2.6975 2.7025 2.7470 2.7520 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/14/2022 23:59 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/14/2022 23:59 3.7450 3.7500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/14/2022 23:59 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/15/2022 00:00 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/15/2022 00:00 3.7450 3.7500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/15/2022 00:00 3.7450 3.7500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/14/2022 23:59 3.7450 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/15/2022 00:00 3.7450 1.9850 2.1850 2.4850 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/15/2022 23:59 2.7055 2.7155 • SLC-MPC-UCT-UT-31840 212/15/2022 23:59 2.7055 2.7155 2.7550 2.7650 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/15/2022 23:59 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/15/2022 23:59 3.8450 3.8500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/15/2022 23:59 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/16/2022 00:00 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/16/2022 00:00 3.8450 3.8500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/16/2022 00:00 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/15/2022 23:59 3.8450 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/16/2022 00:00 3.8450 1.9850 2.1850 2.4850 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/16/2022 23:59 2.7075 2.7175 • SLC-MPC-UCT-UT-31840 212/16/2022 23:59 2.7075 2.7175 2.7570 2.7670 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/16/2022 23:59 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/16/2022 23:59 3.8450 3.8500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/16/2022 23:59 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/17/2022 00:00 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/17/2022 00:00 3.8450 3.8500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/17/2022 00:00 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/16/2022 23:59 3.8450 1.9850 2.1850 2.4850 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/17/2022 00:00 3.8450 1.9850 2.1850 2.4850 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/19/2022 00:00 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-AZ-topt-200 019912/19/2022 00:00 3.8450 3.8500 1.9850 2.1850 2.4850 • LV-HFC-Unev-NV-200003 712/19/2022 00:00 3.8450 3.8500 1.9820 2.1820 2.4820 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/19/2022 00:00 3.8450 1.9850 2.1850 2.4850 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/19/2022 23:59 2.7087 2.7187 • SLC-MPC-UCT-UT-31840 212/19/2022 23:59 2.7087 2.7187 2.7582 2.7682 TSO-SLC-ub • SLC-MPC-U-NV-306135
